,Unnamed: 0,annual_usage,min_order_quantity,quantity,wall,num_bends,bend_radius,num_boss,other,no_of_components,total_component_weight,volume,cost
13199,13199,0,0,10,1.24,1,25.4,0,0,4,0.096,3040.24487458,6.148350517
13200,13200,0,0,25,1.24,1,25.4,0,0,4,0.096,3040.24487458,4.72393628
13201,13201,0,0,50,1.24,1,25.4,0,0,4,0.096,3040.24487458,4.314973598
13202,13202,0,0,100,1.24,1,25.4,0,0,4,0.096,3040.24487458,4.128575641
13203,13203,0,0,250,1.24,1,25.4,0,0,4,0.096,3040.24487458,4.017293279
13204,13204,736,60,60,1.65,3,31.75,0,0,2,0.021,2135.42849124,3.049136727
13205,13205,0,0,1,1.24,8,25.4,0,0,3,0.098,8487.35027488,24.64904325
13206,13206,0,0,2,1.24,8,25.4,0,0,3,0.098,8487.35027488,14.45836092
13207,13207,0,0,5,1.24,8,25.4,0,0,3,0.098,8487.35027488,8.343395114
13208,13208,0,0,10,1.24,8,25.4,0,0,3,0.098,8487.35027488,6.304145824
13209,13209,0,0,25,1.24,8,25.4,0,0,3,0.098,8487.35027488,5.082821898
13210,13210,0,0,50,1.24,8,25.4,0,0,3,0.098,8487.35027488,4.740628634
13211,13211,0,0,100,1.24,8,25.4,0,0,3,0.098,8487.35027488,4.587615386
13212,13212,0,0,250,1.24,8,25.4,0,0,3,0.098,8487.35027488,4.495807437
13213,13213,25,1,1,1.65,3,19.05,0,0,4,0.096,10387.5033215,10.505055
13214,13214,6,0,2,1.65,3,19.05,0,0,4,0.096,10387.5033215,15.17056804
13215,13215,6,0,4,1.65,3,19.05,0,0,4,0.096,10387.5033215,11.79871246
13216,13216,6,0,6,1.65,3,19.05,0,0,4,0.096,10387.5033215,10.61911942
13217,13217,6,0,8,1.65,3,19.05,0,0,4,0.096,10387.5033215,9.481257268
13218,13218,1,0,1,0.89,2,25.4,0,0,4,0.108,4940.3979212,28.1043606
13219,13219,1,0,2,0.89,2,25.4,0,0,4,0.108,4940.3979212,16.24444284
13220,13220,1,0,5,0.89,2,25.4,0,0,4,0.108,4940.3979212,9.130717827
13221,13221,1,0,10,0.89,2,25.4,0,0,4,0.108,4940.3979212,6.757621451
13222,13222,1,0,25,0.89,2,25.4,0,0,4,0.108,4940.3979212,5.333207213
13223,13223,1,0,50,0.89,2,25.4,0,0,4,0.108,4940.3979212,4.927026591
13224,13224,1,0,100,0.89,2,25.4,0,0,4,0.108,4940.3979212,4.740628634
13225,13225,1,0,250,0.89,2,25.4,0,0,4,0.108,4940.3979212,4.626564213
13226,13226,0,0,1,1.24,0,0.0,0,0,3,0.252,3135.25252692,30.97266349
13227,13227,0,0,2,1.24,0,0.0,0,0,3,0.252,3135.25252692,19.11274573
13228,13228,0,0,5,1.24,0,0.0,0,0,3,0.252,3135.25252692,11.99623866
13229,13229,0,0,10,1.24,0,0.0,0,0,3,0.252,3135.25252692,9.62314228
13230,13230,0,0,25,1.24,0,0.0,0,0,3,0.252,3135.25252692,8.201510102
13231,13231,0,0,50,1.24,0,0.0,0,0,3,0.252,3135.25252692,7.79254742
13232,13232,0,0,100,1.24,0,0.0,0,0,3,0.252,3135.25252692,7.606149463
13233,13233,0,0,250,1.24,0,0.0,0,0,3,0.252,3135.25252692,7.492085042
13234,13234,1,0,1,1.65,2,31.75,0,0,4,0.079,3131.96178715,36.49783278
13235,13235,1,0,6,1.65,2,31.75,0,0,4,0.079,3131.96178715,9.378321083
13236,13236,1,0,20,1.65,2,31.75,0,0,4,0.079,3131.96178715,3.36629146
13237,13237,0,0,1,0.89,2,25.4,0,0,4,0.108,2406.86052571,27.98751412
13238,13238,0,0,2,0.89,2,25.4,0,0,4,0.108,2406.86052571,16.12759636
13239,13239,0,0,5,0.89,2,25.4,0,0,4,0.108,2406.86052571,9.013871346
13240,13240,0,0,10,0.89,2,25.4,0,0,4,0.108,2406.86052571,6.64077497
13241,13241,0,0,25,0.89,2,25.4,0,0,4,0.108,2406.86052571,5.216360733
13242,13242,0,0,50,0.89,2,25.4,0,0,4,0.108,2406.86052571,4.810180111
13243,13243,0,0,100,0.89,2,25.4,0,0,4,0.108,2406.86052571,4.623782154
13244,13244,0,0,250,0.89,2,25.4,0,0,4,0.108,2406.86052571,4.509717732
13245,13245,0,0,1,0.89,3,19.05,0,0,4,0.042,3203.14273686,27.66479527
13246,13246,0,0,2,0.89,3,19.05,0,0,4,0.042,3203.14273686,15.80487751
13247,13247,0,0,5,0.89,3,19.05,0,0,4,0.042,3203.14273686,8.688370437
13248,13248,0,0,10,0.89,3,19.05,0,0,4,0.042,3203.14273686,6.31805612
13249,13249,0,0,25,0.89,3,19.05,0,0,4,0.042,3203.14273686,4.893641882
13250,13250,0,0,50,0.89,3,19.05,0,0,4,0.042,3203.14273686,4.484679201
13251,13251,0,0,100,0.89,3,19.05,0,0,4,0.042,3203.14273686,4.298281244
13252,13252,0,0,250,0.89,3,19.05,0,0,4,0.042,3203.14273686,4.186998882
13253,13253,0,0,1,1.65,6,63.5,0,0,4,0.324,81579.9041347,23.50005286
13254,13254,0,0,2,1.65,6,63.5,0,0,4,0.324,81579.9041347,13.93533382
13255,13255,0,0,5,1.65,6,63.5,0,0,4,0.324,81579.9041347,8.195945984
13256,13256,0,0,10,1.65,6,63.5,0,0,4,0.324,81579.9041347,6.281889352
13257,13257,0,0,25,1.65,6,63.5,0,0,4,0.324,81579.9041347,5.13568102
13258,13258,0,0,50,1.65,6,63.5,0,0,4,0.324,81579.9041347,4.818526288
13259,13259,0,0,100,1.65,6,63.5,0,0,4,0.324,81579.9041347,4.676641276
13260,13260,0,0,250,1.65,6,63.5,0,0,4,0.324,81579.9041347,4.593179504
13261,13261,700,1,1,1.65,4,25.4,0,0,3,0.155,6713.87409804,4.548666559
13262,13262,0,0,1,1.65,4,63.5,0,0,4,0.324,55737.8227007,23.04657723
13263,13263,0,0,2,1.65,4,63.5,0,0,4,0.324,55737.8227007,13.48185819
13264,13264,0,0,5,1.65,4,63.5,0,0,4,0.324,55737.8227007,7.742470357
13265,13265,0,0,10,1.65,4,63.5,0,0,4,0.324,55737.8227007,5.828413726
13266,13266,0,0,25,1.65,4,63.5,0,0,4,0.324,55737.8227007,4.682205394
13267,13267,0,0,50,1.65,4,63.5,0,0,4,0.324,55737.8227007,4.365050661
13268,13268,0,0,100,1.65,4,63.5,0,0,4,0.324,55737.8227007,4.223165649
13269,13269,0,0,250,1.65,4,63.5,0,0,4,0.324,55737.8227007,4.139703878
13270,13270,0,0,1,0.89,4,31.75,0,0,4,0.042,8826.43776379,21.99495891
13271,13271,0,0,2,0.89,4,31.75,0,0,4,0.042,8826.43776379,12.43023987
13272,13272,0,0,5,0.89,4,31.75,0,0,4,0.042,8826.43776379,6.690852033
13273,13273,0,0,10,0.89,4,31.75,0,0,4,0.042,8826.43776379,4.779577461
13274,13274,0,0,25,0.89,4,31.75,0,0,4,0.042,8826.43776379,3.63058707
13275,13275,0,0,50,0.89,4,31.75,0,0,4,0.042,8826.43776379,3.316214397
13276,13276,0,0,100,0.89,4,31.75,0,0,4,0.042,8826.43776379,3.174329385
13277,13277,0,0,250,0.89,4,31.75,0,0,4,0.042,8826.43776379,3.088085554
13278,13278,0,0,1,0.89,3,19.05,0,0,4,0.042,2633.6951392,21.50531651
13279,13279,0,0,2,0.89,3,19.05,0,0,4,0.042,2633.6951392,11.94059748
13280,13280,0,0,5,0.89,3,19.05,0,0,4,0.042,2633.6951392,6.201209639
13281,13281,0,0,10,0.89,3,19.05,0,0,4,0.042,2633.6951392,4.289935067
13282,13282,0,0,25,0.89,3,19.05,0,0,4,0.042,2633.6951392,3.140944676
13283,13283,0,0,50,0.89,3,19.05,0,0,4,0.042,2633.6951392,2.823789943
13284,13284,0,0,100,0.89,3,19.05,0,0,4,0.042,2633.6951392,2.684686991
13285,13285,0,0,250,0.89,3,19.05,0,0,4,0.042,2633.6951392,2.59844316
13286,13286,0,0,1,0.89,1,31.75,0,0,3,0.061,1281.25709474,8.61881896
13287,13287,0,0,2,0.89,1,31.75,0,0,3,0.061,1281.25709474,5.199668379
13288,13288,0,0,3,0.89,1,31.75,0,0,3,0.061,1281.25709474,4.259332417
13289,13289,0,0,5,0.89,1,31.75,0,0,3,0.061,1281.25709474,3.310650278
13290,13290,0,0,10,0.89,1,31.75,0,0,3,0.061,1281.25709474,2.673558754
13291,13291,0,0,20,0.89,1,31.75,0,0,3,0.061,1281.25709474,2.336929608
13292,13292,0,0,50,0.89,1,31.75,0,0,3,0.061,1281.25709474,2.133839297
13293,13293,31,31,31,0.89,1,31.75,0,0,3,0.061,996.533295912,2.506635211
13294,13294,0,0,1,2.11,6,50.8,0,0,2,0.154,48920.1557221,26.28489398
13295,13295,0,0,2,2.11,6,50.8,0,0,2,0.154,48920.1557221,16.09421165
13296,13296,0,0,5,2.11,6,50.8,0,0,2,0.154,48920.1557221,9.979245839
13297,13297,0,0,10,2.11,6,50.8,0,0,2,0.154,48920.1557221,7.942778609
13298,13298,0,0,25,2.11,6,50.8,0,0,2,0.154,48920.1557221,6.718672624
13299,13299,0,0,50,2.11,6,50.8,0,0,2,0.154,48920.1557221,6.379261419
13300,13300,0,0,100,2.11,6,50.8,0,0,2,0.154,48920.1557221,6.223466112
13301,13301,0,0,250,2.11,6,50.8,0,0,2,0.154,48920.1557221,6.131658163
13302,13302,1,1,1,2.11,7,50.8,0,0,3,0.166,38423.1182595,118.2375099
13303,13303,0,0,1,0.89,5,38.1,0,0,4,0.096,16594.6699404,22.26481864
13304,13304,0,0,2,0.89,5,38.1,0,0,4,0.096,16594.6699404,12.7000996
13305,13305,0,0,5,0.89,5,38.1,0,0,4,0.096,16594.6699404,6.963493821
13306,13306,0,0,10,0.89,5,38.1,0,0,4,0.096,16594.6699404,5.049437189
13307,13307,0,0,25,0.89,5,38.1,0,0,4,0.096,16594.6699404,3.900446799
13308,13308,0,0,50,0.89,5,38.1,0,0,4,0.096,16594.6699404,3.586074125
13309,13309,0,0,100,0.89,5,38.1,0,0,4,0.096,16594.6699404,3.444189113
13310,13310,0,0,250,0.89,5,38.1,0,0,4,0.096,16594.6699404,3.360727342
13311,13311,0,0,1,0.89,3,38.1,0,0,4,0.096,11527.5951495,21.9003689
13312,13312,0,0,2,0.89,3,38.1,0,0,4,0.096,11527.5951495,12.33564986
13313,13313,0,0,5,0.89,3,38.1,0,0,4,0.096,11527.5951495,6.596262025
13314,13314,0,0,10,0.89,3,38.1,0,0,4,0.096,11527.5951495,4.682205394
13315,13315,0,0,25,0.89,3,38.1,0,0,4,0.096,11527.5951495,3.535997062
13316,13316,0,0,50,0.89,3,38.1,0,0,4,0.096,11527.5951495,3.21884233
13317,13317,0,0,100,0.89,3,38.1,0,0,4,0.096,11527.5951495,3.076957318
13318,13318,0,0,250,0.89,3,38.1,0,0,4,0.096,11527.5951495,2.993495546
13319,13319,1,0,1,0.89,2,19.05,0,0,4,0.042,3008.57565714,11.19222359
13320,13320,1,0,2,0.89,2,19.05,0,0,4,0.042,3008.57565714,7.23335355
13321,13321,1,0,3,0.89,2,19.05,0,0,4,0.042,3008.57565714,5.121770725
13322,13322,1,0,5,0.89,2,19.05,0,0,4,0.042,3008.57565714,4.04511387
13323,13323,1,0,10,0.89,2,19.05,0,0,4,0.042,3008.57565714,3.382983814
13324,13324,1,0,20,0.89,2,19.05,0,0,4,0.042,3008.57565714,3.051918786
13325,13325,39,0,1,0.89,3,38.1,0,0,4,0.13,4180.33670255,24.45151706
13326,13326,39,0,2,0.89,3,38.1,0,0,4,0.13,4180.33670255,14.26083473
13327,13327,39,0,5,0.89,3,38.1,0,0,4,0.13,4180.33670255,8.145868921
13328,13328,39,0,10,0.89,3,38.1,0,0,4,0.13,4180.33670255,6.106619631
13329,13329,39,0,25,0.89,3,38.1,0,0,4,0.13,4180.33670255,4.885295705
13330,13330,39,0,50,0.89,3,38.1,0,0,4,0.13,4180.33670255,4.543102441
13331,13331,39,0,100,0.89,3,38.1,0,0,4,0.13,4180.33670255,4.390089193
13332,13332,39,0,250,0.89,3,38.1,0,0,4,0.13,4180.33670255,4.298281244
13333,13333,0,0,1,1.65,4,38.1,0,0,3,0.112,8516.46435648,27.96247559
13334,13334,0,0,2,1.65,4,38.1,0,0,3,0.112,8516.46435648,16.10255783
13335,13335,0,0,5,1.65,4,38.1,0,0,3,0.112,8516.46435648,8.986050756
13336,13336,0,0,10,1.65,4,38.1,0,0,3,0.112,8516.46435648,6.61295438
13337,13337,0,0,25,1.65,4,38.1,0,0,3,0.112,8516.46435648,5.191322201
13338,13338,0,0,50,1.65,4,38.1,0,0,3,0.112,8516.46435648,4.78235952
13339,13339,0,0,100,1.65,4,38.1,0,0,3,0.112,8516.46435648,4.595961563
13340,13340,0,0,250,1.65,4,38.1,0,0,3,0.112,8516.46435648,4.481897142
13341,13341,0,0,1,1.65,5,38.1,0,0,3,0.112,15250.4129174,28.2879765
13342,13342,0,0,2,1.65,5,38.1,0,0,3,0.112,15250.4129174,16.42805873
13343,13343,0,0,5,1.65,5,38.1,0,0,3,0.112,15250.4129174,9.314333725
13344,13344,0,0,10,1.65,5,38.1,0,0,3,0.112,15250.4129174,6.941237349
13345,13345,0,0,25,1.65,5,38.1,0,0,3,0.112,15250.4129174,5.516823111
13346,13346,0,0,50,1.65,5,38.1,0,0,3,0.112,15250.4129174,5.110642489
13347,13347,0,0,100,1.65,5,38.1,0,0,3,0.112,15250.4129174,4.924244532
13348,13348,0,0,250,1.65,5,38.1,0,0,3,0.112,15250.4129174,4.810180111
13349,13349,0,0,1,1.65,5,38.1,0,0,3,0.112,15250.4129174,28.2879765
13350,13350,0,0,2,1.65,5,38.1,0,0,3,0.112,15250.4129174,16.42805873
13351,13351,0,0,5,1.65,5,38.1,0,0,3,0.112,15250.4129174,9.314333725
13352,13352,0,0,10,1.65,5,38.1,0,0,3,0.112,15250.4129174,6.941237349
13353,13353,0,0,25,1.65,5,38.1,0,0,3,0.112,15250.4129174,5.516823111
13354,13354,0,0,50,1.65,5,38.1,0,0,3,0.112,15250.4129174,5.110642489
13355,13355,0,0,100,1.65,5,38.1,0,0,3,0.112,15250.4129174,4.924244532
13356,13356,0,0,250,1.65,5,38.1,0,0,3,0.112,15250.4129174,4.810180111
13357,13357,0,0,1,1.65,2,19.05,0,0,4,0.042,1210.07614504,27.49508967
13358,13358,0,0,2,1.65,2,19.05,0,0,4,0.042,1210.07614504,15.6351719
13359,13359,0,0,5,1.65,2,19.05,0,0,4,0.042,1210.07614504,8.518664834
13360,13360,0,0,10,1.65,2,19.05,0,0,4,0.042,1210.07614504,6.145568458
13361,13361,0,0,25,1.65,2,19.05,0,0,4,0.042,1210.07614504,4.72393628
13362,13362,0,0,50,1.65,2,19.05,0,0,4,0.042,1210.07614504,4.314973598
13363,13363,0,0,100,1.65,2,19.05,0,0,4,0.042,1210.07614504,4.128575641
13364,13364,0,0,250,1.65,2,19.05,0,0,4,0.042,1210.07614504,4.017293279
13365,13365,0,0,1,1.65,6,38.1,0,0,3,0.112,16834.8714023,28.41316915
13366,13366,0,0,2,1.65,6,38.1,0,0,3,0.112,16834.8714023,16.55325139
13367,13367,0,0,5,1.65,6,38.1,0,0,3,0.112,16834.8714023,9.436744323
13368,13368,0,0,10,1.65,6,38.1,0,0,3,0.112,16834.8714023,7.063647947
13369,13369,0,0,25,1.65,6,38.1,0,0,3,0.112,16834.8714023,5.642015769
13370,13370,0,0,50,1.65,6,38.1,0,0,3,0.112,16834.8714023,5.233053087
13371,13371,0,0,100,1.65,6,38.1,0,0,3,0.112,16834.8714023,5.04665513
13372,13372,0,0,250,1.65,6,38.1,0,0,3,0.112,16834.8714023,4.932590709
13373,13373,0,0,1,2.41,4,50.8,0,0,3,0.158,39333.1680649,29.32846658
13374,13374,0,0,2,2.41,4,50.8,0,0,3,0.158,39333.1680649,17.46854882
13375,13375,0,0,5,2.41,4,50.8,0,0,3,0.158,39333.1680649,10.35204175
13376,13376,0,0,10,2.41,4,50.8,0,0,3,0.158,39333.1680649,7.978945377
13377,13377,0,0,25,2.41,4,50.8,0,0,3,0.158,39333.1680649,6.557313199
13378,13378,0,0,50,2.41,4,50.8,0,0,3,0.158,39333.1680649,6.148350517
13379,13379,0,0,100,2.41,4,50.8,0,0,3,0.158,39333.1680649,5.96195256
13380,13380,0,0,250,2.41,4,50.8,0,0,3,0.158,39333.1680649,5.850670198
13381,13381,0,0,1,1.65,4,38.1,0,0,3,0.173,7473.93531669,29.83758339
13382,13382,0,0,2,1.65,4,38.1,0,0,3,0.173,7473.93531669,17.97766563
13383,13383,0,0,5,1.65,4,38.1,0,0,3,0.173,7473.93531669,10.86394062
13384,13384,0,0,10,1.65,4,38.1,0,0,3,0.173,7473.93531669,8.490844244
13385,13385,0,0,25,1.65,4,38.1,0,0,3,0.173,7473.93531669,7.069212065
13386,13386,0,0,50,1.65,4,38.1,0,0,3,0.173,7473.93531669,6.660249384
13387,13387,0,0,100,1.65,4,38.1,0,0,3,0.173,7473.93531669,6.473851427
13388,13388,0,0,250,1.65,4,38.1,0,0,3,0.173,7473.93531669,6.359787006
13389,13389,0,0,5,1.65,8,31.75,0,0,4,0.332,22380.4760996,23.6057711
13390,13390,0,0,10,1.65,8,31.75,0,0,4,0.332,22380.4760996,15.02311891
13391,13391,0,0,15,1.65,8,31.75,0,0,4,0.332,22380.4760996,12.17150838
13392,13392,17,0,10,1.65,8,31.75,1,0,4,0.332,25351.3357588,12.86702314
13393,13393,17,0,20,1.65,8,31.75,1,0,4,0.332,25351.3357588,9.459000796
13394,13394,17,0,30,1.65,8,31.75,1,0,4,0.332,25351.3357588,8.20707422
13395,13395,6,0,6,1.65,6,31.75,1,0,4,0.364,24757.163827,19.1962075
13396,13396,6,0,15,1.65,6,31.75,1,0,4,0.364,24757.163827,11.82375099
13397,13397,12,0,5,1.65,5,31.75,1,0,4,0.364,22380.4760996,18.26421771
13398,13398,12,0,10,1.65,5,31.75,1,0,4,0.364,22380.4760996,11.78202011
13399,13399,12,0,15,1.65,5,31.75,1,0,4,0.364,22380.4760996,9.278166957
13400,13400,0,0,1,1.65,6,31.75,0,0,3,0.305,41393.9779187,39.80291894
13401,13401,0,0,2,1.65,6,31.75,0,0,3,0.305,41393.9779187,30.2381999
13402,13402,0,0,5,1.65,6,31.75,0,0,3,0.305,41393.9779187,24.50159412
13403,13403,0,0,10,1.65,6,31.75,0,0,3,0.305,41393.9779187,22.58753749
13404,13404,0,0,25,1.65,6,31.75,0,0,3,0.305,41393.9779187,21.44132916
13405,13405,0,0,50,1.65,6,31.75,0,0,3,0.305,41393.9779187,21.12417442
13406,13406,0,0,100,1.65,6,31.75,0,0,3,0.305,41393.9779187,20.98228941
13407,13407,0,0,250,1.65,6,31.75,0,0,3,0.305,41393.9779187,20.89882764
13408,13408,0,0,1,1.24,5,19.05,0,0,4,0.042,8114.62826671,28.17113002
13409,13409,0,0,2,1.24,5,19.05,0,0,4,0.042,8114.62826671,16.31121225
13410,13410,0,0,5,1.24,5,19.05,0,0,4,0.042,8114.62826671,9.197487244
13411,13411,0,0,10,1.24,5,19.05,0,0,4,0.042,8114.62826671,6.824390868
13412,13412,0,0,25,1.24,5,19.05,0,0,4,0.042,8114.62826671,5.40275869
13413,13413,0,0,50,1.24,5,19.05,0,0,4,0.042,8114.62826671,4.993796008
13414,13414,0,0,100,1.24,5,19.05,0,0,4,0.042,8114.62826671,4.807398051
13415,13415,0,0,250,1.24,5,19.05,0,0,4,0.042,8114.62826671,4.69333363
13416,13416,1,0,1,1.65,6,50.8,0,0,4,0.244,31067.5023122,22.69047367
13417,13417,1,0,2,1.65,6,50.8,0,0,4,0.244,31067.5023122,13.12575463
13418,13418,1,0,5,1.65,6,50.8,0,0,4,0.244,31067.5023122,7.386366798
13419,13419,1,0,10,1.65,6,50.8,0,0,4,0.244,31067.5023122,5.475092225
13420,13420,1,0,25,1.65,6,50.8,0,0,4,0.244,31067.5023122,4.326101834
13421,13421,1,0,50,1.65,6,50.8,0,0,4,0.244,31067.5023122,4.011729161
13422,13422,1,0,100,1.65,6,50.8,0,0,4,0.244,31067.5023122,3.869844149
13423,13423,1,0,250,1.65,6,50.8,0,0,4,0.244,31067.5023122,3.783600318
13424,13424,0,0,1,1.65,6,38.1,0,0,3,0.112,16636.8140917,28.40482298
13425,13425,0,0,2,1.65,6,38.1,0,0,3,0.112,16636.8140917,16.54490522
13426,13426,0,0,5,1.65,6,38.1,0,0,3,0.112,16636.8140917,9.428398146
13427,13427,0,0,10,1.65,6,38.1,0,0,3,0.112,16636.8140917,7.058083829
13428,13428,0,0,25,1.65,6,38.1,0,0,3,0.112,16636.8140917,5.633669592
13429,13429,0,0,50,1.65,6,38.1,0,0,3,0.112,16636.8140917,5.227488969
13430,13430,0,0,100,1.65,6,38.1,0,0,3,0.112,16636.8140917,5.038308953
13431,13431,0,0,250,1.65,6,38.1,0,0,3,0.112,16636.8140917,4.927026591
13432,13432,1,0,1,1.65,1,76.2,0,0,2,0.336,34044.4087519,128.3336023
13433,13433,1,0,3,1.65,1,76.2,0,0,2,0.336,34044.4087519,45.79269209
13434,13434,1,0,5,1.65,1,76.2,0,0,2,0.336,34044.4087519,29.28951776
13435,13435,1,0,7,1.65,1,76.2,0,0,2,0.336,34044.4087519,22.20917746
13436,13436,1,0,9,1.65,1,76.2,0,0,2,0.336,34044.4087519,18.27812801
13437,13437,25,0,12,1.65,6,25.4,0,0,4,0.096,9247.41149353,10.00428437
13438,13438,25,0,18,1.65,6,25.4,0,0,4,0.096,9247.41149353,9.428398146
13439,13439,25,0,24,1.65,6,25.4,0,0,4,0.096,9247.41149353,8.040150676
13440,13440,25,0,36,1.65,6,25.4,0,0,4,0.096,9247.41149353,6.685287915
13441,13441,0,0,1,1.65,2,50.8,0,0,3,0.21,15106.2167206,28.08766825
13442,13442,0,0,2,1.65,2,50.8,0,0,3,0.21,15106.2167206,16.22775048
13443,13443,0,0,5,1.65,2,50.8,0,0,3,0.21,15106.2167206,9.111243413
13444,13444,0,0,10,1.65,2,50.8,0,0,3,0.21,15106.2167206,6.738147037
13445,13445,0,0,25,1.65,2,50.8,0,0,3,0.21,15106.2167206,5.316514859
13446,13446,0,0,50,1.65,2,50.8,0,0,3,0.21,15106.2167206,4.907552178
13447,13447,0,0,100,1.65,2,50.8,0,0,3,0.21,15106.2167206,4.721154221
13448,13448,0,0,250,1.65,2,50.8,0,0,3,0.21,15106.2167206,4.609871858
13449,13449,1,0,1,1.24,4,50.8,0,0,3,0.158,27077.1809143,28.43542563
13450,13450,1,0,2,1.24,4,50.8,0,0,3,0.158,27077.1809143,16.57550786
13451,13451,1,0,5,1.24,4,50.8,0,0,3,0.158,27077.1809143,9.459000796
13452,13452,1,0,10,1.24,4,50.8,0,0,3,0.158,27077.1809143,7.088686479
13453,13453,1,0,25,1.24,4,50.8,0,0,3,0.158,27077.1809143,5.664272241
13454,13454,1,0,50,1.24,4,50.8,0,0,3,0.158,27077.1809143,5.258091619
13455,13455,1,0,100,1.24,4,50.8,0,0,3,0.158,27077.1809143,5.068911603
13456,13456,1,0,250,1.24,4,50.8,0,0,3,0.158,27077.1809143,4.957629241
13457,13457,0,0,1,1.24,3,50.8,0,0,4,0.124,8120.34973525,24.32076028
13458,13458,0,0,2,1.24,3,50.8,0,0,4,0.124,8120.34973525,14.13007795
13459,13459,0,0,5,1.24,3,50.8,0,0,4,0.124,8120.34973525,8.015112145
13460,13460,0,0,10,1.24,3,50.8,0,0,4,0.124,8120.34973525,5.975862856
13461,13461,0,0,25,1.24,3,50.8,0,0,4,0.124,8120.34973525,4.754538929
13462,13462,0,0,50,1.24,3,50.8,0,0,4,0.124,8120.34973525,4.412345665
13463,13463,0,0,100,1.24,3,50.8,0,0,4,0.124,8120.34973525,4.259332417
13464,13464,0,0,250,1.24,3,50.8,0,0,4,0.124,8120.34973525,4.167524468
13465,13465,0,0,1,0.89,4,19.05,0,0,3,0.061,3843.77128423,27.83450087
13466,13466,0,0,2,0.89,4,19.05,0,0,3,0.061,3843.77128423,15.97458311
13467,13467,0,0,5,0.89,4,19.05,0,0,3,0.061,3843.77128423,8.858076039
13468,13468,0,0,10,0.89,4,19.05,0,0,3,0.061,3843.77128423,6.484979663
13469,13469,0,0,25,0.89,4,19.05,0,0,3,0.061,3843.77128423,5.063347485
13470,13470,0,0,50,0.89,4,19.05,0,0,3,0.061,3843.77128423,4.654384803
13471,13471,0,0,100,0.89,4,19.05,0,0,3,0.061,3843.77128423,4.467986846
13472,13472,0,0,250,0.89,4,19.05,0,0,3,0.061,3843.77128423,4.353922425
13473,13473,1,20,20,2.11,5,63.5,0,0,2,0.118,76512.8293437,11.70412246
13474,13474,5,0,2,1.24,2,19.05,0,0,4,0.058,1281.25709474,25.05522387
13475,13475,5,0,4,1.24,2,19.05,0,0,4,0.058,1281.25709474,14.62250241
13476,13476,5,0,6,1.24,2,19.05,0,0,4,0.058,1281.25709474,11.14492858
13477,13477,5,0,8,1.24,2,19.05,0,0,4,0.058,1281.25709474,9.406141674
13478,13478,5,0,10,1.24,2,19.05,0,0,4,0.058,1281.25709474,8.362869527
13479,13479,0,0,1,2.41,4,38.1,0,0,3,0.158,13681.1019356,28.47715651
13480,13480,0,0,2,2.41,4,38.1,0,0,3,0.158,13681.1019356,16.61723875
13481,13481,0,0,5,2.41,4,38.1,0,0,3,0.158,13681.1019356,9.500731682
13482,13482,0,0,10,2.41,4,38.1,0,0,3,0.158,13681.1019356,7.130417365
13483,13483,0,0,25,2.41,4,38.1,0,0,3,0.158,13681.1019356,5.706003127
13484,13484,0,0,50,2.41,4,38.1,0,0,3,0.158,13681.1019356,5.299822505
13485,13485,0,0,100,2.41,4,38.1,0,0,3,0.158,13681.1019356,5.110642489
13486,13486,0,0,250,2.41,4,38.1,0,0,3,0.158,13681.1019356,4.999360126
13487,13487,7963,50,50,1.24,4,25.4,0,0,3,0.088,4560.36731188,2.620699632
13488,13488,1,0,15,1.24,6,25.4,0,0,3,0.088,7727.28905624,4.632128331
13489,13489,1,0,30,1.24,6,25.4,0,0,3,0.088,7727.28905624,2.912815833
13490,13490,1,0,500,1.24,6,25.4,0,0,3,0.088,7727.28905624,1.382683352
13491,13491,1,0,550,1.24,6,25.4,0,0,3,0.088,7727.28905624,1.377119233
13492,13492,0,0,1,0.89,0,0.0,0,0,4,0.113,10767.5339308,27.97638588
13493,13493,0,0,2,0.89,0,0.0,0,0,4,0.113,10767.5339308,16.11646812
13494,13494,0,0,5,0.89,0,0.0,0,0,4,0.113,10767.5339308,9.00274311
13495,13495,0,0,10,0.89,0,0.0,0,0,4,0.113,10767.5339308,6.629646734
13496,13496,0,0,25,0.89,0,0.0,0,0,4,0.113,10767.5339308,5.205232497
13497,13497,0,0,50,0.89,0,0.0,0,0,4,0.113,10767.5339308,4.799051874
13498,13498,0,0,100,0.89,0,0.0,0,0,4,0.113,10767.5339308,4.612653917
13499,13499,0,0,250,0.89,0,0.0,0,0,4,0.113,10767.5339308,4.498589496
13500,13500,0,0,1,0.89,2,38.1,0,0,4,0.096,3420.27548391,21.45802151
13501,13501,0,0,2,0.89,2,38.1,0,0,4,0.096,3420.27548391,11.89330247
13502,13502,0,0,5,0.89,2,38.1,0,0,4,0.096,3420.27548391,6.153914635
13503,13503,0,0,10,0.89,2,38.1,0,0,4,0.096,3420.27548391,4.242640063
13504,13504,0,0,25,0.89,2,38.1,0,0,4,0.096,3420.27548391,3.093649672
13505,13505,0,0,50,0.89,2,38.1,0,0,4,0.096,3420.27548391,2.779276998
13506,13506,0,0,100,0.89,2,38.1,0,0,4,0.096,3420.27548391,2.637391987
13507,13507,0,0,250,0.89,2,38.1,0,0,4,0.096,3420.27548391,2.553930215
