,tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8,no_of_components,total_component_weight
10380,TA-10381,C-1545,1,,0,,0,,0,,0,,0,,0,,0,1,0.244
10381,TA-10382,C-1615,1,,0,,0,,0,,0,,0,,0,,0,1,2.183
10382,TA-10383,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10383,TA-10384,C-1195,1,C-0345,2,,0,,0,,0,,0,,0,,0,3,0.111
10384,TA-10385,C-1195,1,C-0345,2,,0,,0,,0,,0,,0,,0,3,0.111
10385,TA-10386,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10386,TA-10387,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10387,TA-10388,C-1882,2,,0,,0,,0,,0,,0,,0,,0,2,2.87
10388,TA-10389,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10389,TA-10390,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10390,TA-10391,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10391,TA-10392,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10392,TA-10393,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10393,TA-10394,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10394,TA-10395,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10395,TA-10396,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10396,TA-10397,C-1845,1,C-1846,1,,0,,0,,0,,0,,0,,0,2,0.014
10397,TA-10398,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
10398,TA-10399,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10399,TA-10400,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10400,TA-10401,C-1385,2,C-1386,2,,0,,0,,0,,0,,0,,0,4,0.038
10401,TA-10402,C-1385,2,C-1386,2,,0,,0,,0,,0,,0,,0,4,0.038
10402,TA-10403,C-1638,1,C-1645,1,,0,,0,,0,,0,,0,,0,2,0.06
10403,TA-10404,C-1932,1,C-0883,1,,0,,0,,0,,0,,0,,0,2,0.416
10404,TA-10405,C-1624,1,C-1631,1,C-1889,1,,0,,0,,0,,0,,0,3,0.136
10405,TA-10406,C-1624,1,C-1631,1,C-1889,1,,0,,0,,0,,0,,0,3,0.136
10406,TA-10407,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10407,TA-10408,C-1642,1,C-1649,1,,0,,0,,0,,0,,0,,0,2,0.445
10408,TA-10409,C-1642,1,C-1649,1,,0,,0,,0,,0,,0,,0,2,0.445
10409,TA-10410,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10410,TA-10411,C-1642,1,C-1649,1,,0,,0,,0,,0,,0,,0,2,0.445
10411,TA-10412,C-1642,1,C-1649,1,,0,,0,,0,,0,,0,,0,2,0.445
10412,TA-10413,C-0797,1,,0,,0,,0,,0,,0,,0,,0,1,1.983
10413,TA-10414,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10414,TA-10415,C-1629,2,C-0579,2,,0,,0,,0,,0,,0,,0,4,0.338
10415,TA-10416,C-1629,2,C-0579,2,,0,,0,,0,,0,,0,,0,4,0.338
10416,TA-10417,C-1845,1,C-1846,1,,0,,0,,0,,0,,0,,0,2,0.014
10417,TA-10418,C-1845,1,C-1846,1,,0,,0,,0,,0,,0,,0,2,0.014
10418,TA-10419,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10419,TA-10420,C-0699,1,C-0751,1,,0,,0,,0,,0,,0,,0,2,0.724
10420,TA-10421,C-0699,1,C-0751,1,,0,,0,,0,,0,,0,,0,2,0.724
10421,TA-10422,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10422,TA-10423,C-1649,1,C-0807,1,,0,,0,,0,,0,,0,,0,2,0.866
10423,TA-10424,C-1649,1,C-0807,1,,0,,0,,0,,0,,0,,0,2,0.866
10424,TA-10425,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10425,TA-10426,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
10426,TA-10427,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
10427,TA-10428,C-1203,1,C-0008,1,,0,,0,,0,,0,,0,,0,2,1.867
10428,TA-10429,C-1615,1,C-0008,1,,0,,0,,0,,0,,0,,0,2,2.215
10429,TA-10430,C-1626,1,C-1633,1,C-1643,1,,0,,0,,0,,0,,0,3,0.254
10430,TA-10431,C-1626,1,C-1633,1,C-1643,1,,0,,0,,0,,0,,0,3,0.254
10431,TA-10432,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10432,TA-10433,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10433,TA-10434,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10434,TA-10435,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10435,TA-10436,C-0162,1,,0,,0,,0,,0,,0,,0,,0,1,2.725
10436,TA-10437,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10437,TA-10438,C-1632,1,C-0749,1,,0,,0,,0,,0,,0,,0,2,0.139
10438,TA-10439,C-1411,1,,0,,0,,0,,0,,0,,0,,0,1,0.057
10439,TA-10440,C-0165,2,,0,,0,,0,,0,,0,,0,,0,2,0.092
10440,TA-10441,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10441,TA-10442,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10442,TA-10443,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10443,TA-10444,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10444,TA-10445,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10445,TA-10446,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10446,TA-10447,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10447,TA-10448,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10448,TA-10449,C-0423,1,C-1233,1,,0,,0,,0,,0,,0,,0,2,0.218
10449,TA-10450,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10450,TA-10451,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10451,TA-10452,C-1615,1,,0,,0,,0,,0,,0,,0,,0,1,2.183
10452,TA-10453,C-0568,1,C-0808,1,,0,,0,,0,,0,,0,,0,2,3.014
10453,TA-10454,C-2020,1,C-2021,1,,0,,0,,0,,0,,0,,0,2,3.252
10454,TA-10455,C-0275,1,,0,,0,,0,,0,,0,,0,,0,1,3.268
10455,TA-10456,C-0275,1,,0,,0,,0,,0,,0,,0,,0,1,3.268
10456,TA-10457,C-0809,2,,0,,0,,0,,0,,0,,0,,0,2,0.124
10457,TA-10458,C-1648,2,,0,,0,,0,,0,,0,,0,,0,2,0.194
10458,TA-10459,C-1648,2,,0,,0,,0,,0,,0,,0,,0,2,0.194
10459,TA-10460,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10460,TA-10461,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10461,TA-10462,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10462,TA-10463,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10463,TA-10464,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10464,TA-10465,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10465,TA-10466,C-0444,1,C-0445,1,,0,,0,,0,,0,,0,,0,2,0.131
10466,TA-10467,C-1963,1,C-0071,2,C-0079,2,,0,,0,,0,,0,,0,5,6.39
10467,TA-10468,C-1963,1,C-0071,2,C-0079,1,C-0881,1,,0,,0,,0,,0,5,7.013
10468,TA-10469,C-0071,1,C-0804,1,C-0808,1,C-0880,1,,0,,0,,0,,0,4,8.808
10469,TA-10470,C-1444,1,,0,,0,,0,,0,,0,,0,,0,1,2.021
10470,TA-10471,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
10471,TA-10472,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10472,TA-10473,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10473,TA-10474,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10474,TA-10475,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10475,TA-10476,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10476,TA-10477,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10477,TA-10478,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10478,TA-10479,C-0423,1,C-1233,1,,0,,0,,0,,0,,0,,0,2,0.218
10479,TA-10480,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
10480,TA-10481,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
10481,TA-10482,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
10482,TA-10483,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10483,TA-10484,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
10484,TA-10485,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
10485,TA-10486,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10486,TA-10487,C-0424,2,C-1497,2,,0,,0,,0,,0,,0,,0,4,0.224
10487,TA-10488,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10488,TA-10489,C-1631,2,C-0580,2,,0,,0,,0,,0,,0,,0,4,0.27
10489,TA-10490,C-1631,2,C-0580,2,,0,,0,,0,,0,,0,,0,4,0.27
10490,TA-10491,C-0801,1,,0,,0,,0,,0,,0,,0,,0,1,0.122
10491,TA-10492,C-1641,2,,0,,0,,0,,0,,0,,0,,0,2,0.298
10492,TA-10493,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
10493,TA-10494,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10494,TA-10495,C-1620,1,C-1627,1,C-1637,1,,0,,0,,0,,0,,0,3,0.051
10495,TA-10496,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10496,TA-10497,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10497,TA-10498,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10498,TA-10499,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10499,TA-10500,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10500,TA-10501,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10501,TA-10502,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10502,TA-10503,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10503,TA-10504,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10504,TA-10505,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10505,TA-10506,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10506,TA-10507,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10507,TA-10508,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10508,TA-10509,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10509,TA-10510,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10510,TA-10511,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10511,TA-10512,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10512,TA-10513,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10513,TA-10514,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10514,TA-10515,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10515,TA-10516,C-0562,1,,0,,0,,0,,0,,0,,0,,0,1,0.173
10516,TA-10517,C-0448,1,C-0449,1,C-1622,1,C-1629,1,,0,,0,,0,,0,4,0.086
10517,TA-10518,C-1624,1,C-1655,1,C-0388,1,,0,,0,,0,,0,,0,3,0.138
10518,TA-10519,C-1625,1,C-1632,1,C-2032,1,,0,,0,,0,,0,,0,3,0.657
10519,TA-10520,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
10520,TA-10521,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10521,TA-10522,C-1621,1,C-1628,1,C-1870,1,,0,,0,,0,,0,,0,3,0.081
10522,TA-10523,C-0065,1,C-0074,1,,0,,0,,0,,0,,0,,0,2,0.695
10523,TA-10524,C-0065,1,C-0074,1,,0,,0,,0,,0,,0,,0,2,0.695
10524,TA-10525,C-1792,1,C-0546,1,,0,,0,,0,,0,,0,,0,2,1.572
10525,TA-10526,C-1792,1,C-0221,1,,0,,0,,0,,0,,0,,0,2,1.166
10526,TA-10527,C-1792,1,C-0221,1,,0,,0,,0,,0,,0,,0,2,1.166
10527,TA-10528,C-1792,1,C-0221,1,,0,,0,,0,,0,,0,,0,2,1.166
10528,TA-10529,C-1768,1,C-0220,1,,0,,0,,0,,0,,0,,0,2,1.753
10529,TA-10530,C-1792,1,C-0221,1,,0,,0,,0,,0,,0,,0,2,1.166
10530,TA-10531,C-1768,1,C-0220,1,,0,,0,,0,,0,,0,,0,2,1.753
10531,TA-10532,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10532,TA-10533,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10533,TA-10534,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10534,TA-10535,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10535,TA-10536,C-1625,1,C-1632,1,,0,,0,,0,,0,,0,,0,2,0.162
10536,TA-10537,C-1625,1,C-1632,1,,0,,0,,0,,0,,0,,0,2,0.162
10537,TA-10538,C-1629,2,C-0579,2,,0,,0,,0,,0,,0,,0,4,0.338
10538,TA-10539,C-1629,2,C-0579,2,,0,,0,,0,,0,,0,,0,4,0.338
10539,TA-10540,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10540,TA-10541,C-0562,1,,0,,0,,0,,0,,0,,0,,0,1,0.173
10541,TA-10542,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10542,TA-10543,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10543,TA-10544,C-1352,1,,0,,0,,0,,0,,0,,0,,0,1,2.56
10544,TA-10545,C-0803,1,,0,,0,,0,,0,,0,,0,,0,1,0.463
10545,TA-10546,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10546,TA-10547,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
10547,TA-10548,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
10548,TA-10549,C-0568,1,C-0808,1,,0,,0,,0,,0,,0,,0,2,3.014
10549,TA-10550,C-0568,1,C-0808,1,,0,,0,,0,,0,,0,,0,2,3.014
10550,TA-10551,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10551,TA-10552,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10552,TA-10553,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10553,TA-10554,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10554,TA-10555,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10555,TA-10556,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10556,TA-10557,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10557,TA-10558,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
10558,TA-10559,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10559,TA-10560,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10560,TA-10561,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10561,TA-10562,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10562,TA-10563,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
10563,TA-10564,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10564,TA-10565,C-0071,1,C-0269,1,C-0275,1,C-0652,1,,0,,0,,0,,0,4,7.664
10565,TA-10566,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10566,TA-10567,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
10567,TA-10568,C-1624,1,C-1625,1,C-1631,1,C-1652,1,,0,,0,,0,,0,4,0.235
10568,TA-10569,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10569,TA-10570,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10570,TA-10571,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10571,TA-10572,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10572,TA-10573,C-1625,1,C-1632,1,C-1649,1,,0,,0,,0,,0,,0,3,0.382
10573,TA-10574,C-1625,1,C-1632,1,C-1649,1,C-1697,1,,0,,0,,0,,0,4,0.448
10574,TA-10575,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10575,TA-10576,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10576,TA-10577,C-1195,1,C-0345,2,,0,,0,,0,,0,,0,,0,3,0.111
10577,TA-10578,C-1195,1,C-0345,2,,0,,0,,0,,0,,0,,0,3,0.111
10578,TA-10579,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
10579,TA-10580,C-1209,1,C-1638,1,,0,,0,,0,,0,,0,,0,2,0.136
10580,TA-10581,C-1209,1,C-1638,1,,0,,0,,0,,0,,0,,0,2,0.136
10581,TA-10582,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10582,TA-10583,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10583,TA-10584,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10584,TA-10585,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
10585,TA-10586,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10586,TA-10587,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10587,TA-10588,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10588,TA-10589,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10589,TA-10590,C-1845,1,C-1846,1,C-0007,1,,0,,0,,0,,0,,0,3,0.042
10590,TA-10591,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10591,TA-10592,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10592,TA-10593,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
10593,TA-10594,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10594,TA-10595,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10595,TA-10596,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10596,TA-10597,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10597,TA-10598,C-1344,1,C-1625,1,C-1632,1,,0,,0,,0,,0,,0,3,0.298
10598,TA-10599,C-1344,1,C-1625,1,C-1632,1,,0,,0,,0,,0,,0,3,0.298
10599,TA-10600,C-1624,1,C-1625,1,C-1631,1,C-1652,1,,0,,0,,0,,0,4,0.235
10600,TA-10601,C-1631,2,C-0580,2,,0,,0,,0,,0,,0,,0,4,0.27
10601,TA-10602,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10602,TA-10603,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10603,TA-10604,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10604,TA-10605,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10605,TA-10606,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10606,TA-10607,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10607,TA-10608,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10608,TA-10609,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10609,TA-10610,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10610,TA-10611,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10611,TA-10612,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
10612,TA-10613,C-0698,1,,0,,0,,0,,0,,0,,0,,0,1,0.229
10613,TA-10614,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10614,TA-10615,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10615,TA-10616,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
10616,TA-10617,C-0674,1,,0,,0,,0,,0,,0,,0,,0,1,0.324
10617,TA-10618,C-0674,1,,0,,0,,0,,0,,0,,0,,0,1,0.324
10618,TA-10619,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10619,TA-10620,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
10620,TA-10621,C-0385,1,,0,,0,,0,,0,,0,,0,,0,1,0.732
10621,TA-10622,C-1203,1,,0,,0,,0,,0,,0,,0,,0,1,1.835
10622,TA-10623,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10623,TA-10624,C-1352,1,,0,,0,,0,,0,,0,,0,,0,1,2.56
10624,TA-10625,C-1641,2,,0,,0,,0,,0,,0,,0,,0,2,0.298
10625,TA-10626,C-1536,1,C-1625,1,C-1632,1,C-1718,1,,0,,0,,0,,0,4,0.35
10626,TA-10627,C-1536,1,C-1625,1,C-1632,1,C-1718,1,,0,,0,,0,,0,4,0.35
10627,TA-10628,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
10628,TA-10629,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
10629,TA-10630,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
10630,TA-10631,,0,,0,,0,,0,,0,,0,,0,,0,0,0
10631,TA-10632,C-1629,2,C-0579,2,,0,,0,,0,,0,,0,,0,4,0.338
10632,TA-10633,C-1628,2,C-2030,2,,0,,0,,0,,0,,0,,0,4,0.058
10633,TA-10634,C-1628,2,C-2030,2,,0,,0,,0,,0,,0,,0,4,0.058
10634,TA-10635,C-1628,2,C-2030,2,,0,,0,,0,,0,,0,,0,4,0.058
10635,TA-10636,C-1628,2,C-2030,2,,0,,0,,0,,0,,0,,0,4,0.058
10636,TA-10637,C-1223,1,C-1359,1,C-0598,1,C-0685,1,,0,,0,,0,,0,4,0.887
10637,TA-10638,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
10638,TA-10639,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
10639,TA-10640,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
10640,TA-10641,C-1642,1,C-1649,1,,0,,0,,0,,0,,0,,0,2,0.445
10641,TA-10642,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
10642,TA-10643,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
10643,TA-10644,C-1495,2,,0,,0,,0,,0,,0,,0,,0,2,0.212
10644,TA-10645,C-1623,1,C-1630,1,C-0369,1,,0,,0,,0,,0,,0,3,0.315
10645,TA-10646,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10646,TA-10647,C-1623,1,C-1630,1,C-0210,1,,0,,0,,0,,0,,0,3,0.273
10647,TA-10648,C-1623,1,C-1630,1,C-0369,1,,0,,0,,0,,0,,0,3,0.315
10648,TA-10649,C-1623,1,C-1630,1,C-0210,1,,0,,0,,0,,0,,0,3,0.273
10649,TA-10650,C-1623,1,C-1630,1,C-0210,1,C-0214,1,,0,,0,,0,,0,4,0.332
10650,TA-10651,C-1623,2,C-1630,2,C-0214,1,,0,,0,,0,,0,,0,5,0.183
10651,TA-10652,C-1623,1,C-1630,1,C-0210,1,C-0214,1,,0,,0,,0,,0,4,0.332
10652,TA-10653,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10653,TA-10654,C-1623,1,C-1630,1,C-0210,1,,0,,0,,0,,0,,0,3,0.273
10654,TA-10655,C-1623,1,C-1630,1,C-0211,1,,0,,0,,0,,0,,0,3,0.305
10655,TA-10656,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10656,TA-10657,C-1623,1,C-1630,1,C-0210,1,C-0214,1,,0,,0,,0,,0,4,0.332
10657,TA-10658,C-1623,1,C-1630,1,C-0211,1,,0,,0,,0,,0,,0,3,0.305
10658,TA-10659,C-1623,1,C-1630,1,C-0210,1,,0,,0,,0,,0,,0,3,0.273
10659,TA-10660,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10660,TA-10661,C-1640,1,C-0217,1,,0,,0,,0,,0,,0,,0,2,0.158
10661,TA-10662,C-1640,1,C-0217,1,,0,,0,,0,,0,,0,,0,2,0.158
10662,TA-10663,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10663,TA-10664,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10664,TA-10665,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10665,TA-10666,C-1623,1,C-1630,1,C-0210,1,C-0214,1,,0,,0,,0,,0,4,0.332
10666,TA-10667,C-1640,1,C-0217,1,,0,,0,,0,,0,,0,,0,2,0.158
10667,TA-10668,C-1623,1,C-1630,1,C-0211,1,C-0214,1,,0,,0,,0,,0,4,0.364
10668,TA-10669,C-1623,1,C-1630,1,C-0211,1,,0,,0,,0,,0,,0,3,0.305
10669,TA-10670,C-1623,1,C-1630,1,C-0210,1,,0,,0,,0,,0,,0,3,0.273
10670,TA-10671,C-1623,1,C-1630,1,C-0369,1,,0,,0,,0,,0,,0,3,0.315
10671,TA-10672,C-0210,1,C-0211,1,C-0214,1,,0,,0,,0,,0,,0,3,0.513
10672,TA-10673,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10673,TA-10674,C-1623,1,C-1630,1,C-0210,1,C-0214,1,,0,,0,,0,,0,4,0.332
10674,TA-10675,C-1623,1,C-1630,1,C-0211,1,,0,,0,,0,,0,,0,3,0.305
10675,TA-10676,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10676,TA-10677,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
10677,TA-10678,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
